sales
208905.4013
208935.0094
209163.4182
209214.2122
209265.0118
209253.2691
209241.5375
209207.8266
209174.1102
209272.1183
209370.1207
209729.0472
210130.1858
210678.2202
211424.9552
212148.7855
212872.6213
213759.6936
214646.7771
215903.9063
217161.0299
218893.9471
220626.7588
222668.2273
224752.108
226837.8878
229122.5683
231129.9496
233137.4365
234882.0451
236626.4649
238054.4045
239482.2385
240569.9608
241657.6776
242265.0319
242914.8983
242711.4918
242706.886
241554.0168
240401.153
238524.191
236647.2401
234766.322
232885.2984
231812.317
230739.23
230992.6264
231288.335
232728.0384
234366.8425
236245.877
238124.7171
239408.8703
240692.9346
240864.26
241035.68
240139.3359
239243.0863
237784.1473
236367.6205
235187.6528
234206.4859
234125.8211
234045.1618
235171.1
236297.0493
238221.7233
240146.2917
242254.7905
244363.3838
246031.2007
247741.6297
248464.5494
249386.3698
249100.7995
248815.3346
247799.9005
246784.4774
245709.4132
244634.3435
244161.4814
243688.7138
244099.3786
244552.2555
245720.9442
247088.6336
248828.6965
250568.8649
252533.5537
254498.1536
256271.9154
258045.5716
259244.5237
260443.3702
260962.1884
261523.5187
261376.7516
261428.7853
260696.192
259963.6044
258833.1574
257702.8216
256676.0589
255649.4906
255125.3215
254601.2469
254682.7984
254806.8621
255461.0179
256314.1743
257469.3897
258624.8106
259964.0124
261303.2254
262802.597
264301.9631
266157.4348
268012.7009
270160.5433
272350.5978
274387.0048
276622.3126
278228.2436
279834.1801
280637.2055
281440.242
281063.9509
280687.6543
278997.4898
277307.4198
274718.182
272171.2565
269348.1154
266723.8751
264295.2947
261866.9198
260211.9013
258556.8938
258006.8021
257456.7048
258053.5609
258650.3115
260021.7895
261435.6797
263000.8097
264764.7404
266105.3253
267445.8159
268230.1339
269014.463
269229.6955
269444.8225
269354.3514
269263.8747
269308.0252
269394.588
269955.5263
270715.3653
272023.2243
273331.1889
275290.275
277249.4723
279660.3259
282071.174
284542.2486
287013.2177
289033.0885
291095.4716
292333.1588
293769.8467
294351.1554
294932.3696
295107.3974
295282.4363
295416.3963
295550.2508
295919.9747
296289.5931
296975.3191
297703.5572
298582.0007
299659.4448
300559.2702
301459.0013
302052.6516
302646.2131
302760.9327
302875.6468
302519.7451
302163.9379
301377.0445
300632.5633
299363.3556
298293.0486
296693.7847
295094.6263
293472.5485
291850.3819
290687.6034
289524.8194
289238.5627
288952.3004
289784.6992
290659.4103
292573.5013
294686.2931
297513.9628
300341.5382
304054.8993
307768.1716
311530.6843
315293.0915
319158.9181
323024.7391
327016.5111
331050.6952
335091.7929
